Unit,Date,Hour Ending,MWH
WEBBER_S_WSP1,20191029,100,0
WEBBER_S_WSP1,20191029,200,0
WEBBER_S_WSP1,20191029,300,0
WEBBER_S_WSP1,20191029,400,0
WEBBER_S_WSP1,20191029,500,0
WEBBER_S_WSP1,20191029,600,0
WEBBER_S_WSP1,20191029,700,0
WEBBER_S_WSP1,20191029,800,0
WEBBER_S_WSP1,20191029,900,0.107925
WEBBER_S_WSP1,20191029,1000,0.877175
WEBBER_S_WSP1,20191029,1100,1.919325
WEBBER_S_WSP1,20191029,1200,4.200275
WEBBER_S_WSP1,20191029,1300,4.03845
WEBBER_S_WSP1,20191029,1400,4.941475
WEBBER_S_WSP1,20191029,1500,4.59895
WEBBER_S_WSP1,20191029,1600,2.49975
WEBBER_S_WSP1,20191029,1700,1.01345
WEBBER_S_WSP1,20191029,1800,0.352
WEBBER_S_WSP1,20191029,1900,0.01395
WEBBER_S_WSP1,20191029,2000,0
WEBBER_S_WSP1,20191029,2100,0
WEBBER_S_WSP1,20191029,2200,0
WEBBER_S_WSP1,20191029,2300,0
WEBBER_S_WSP1,20191029,2400,0
WEBBER_S_WSP1,20191030,100,0
WEBBER_S_WSP1,20191030,200,0
WEBBER_S_WSP1,20191030,300,0
WEBBER_S_WSP1,20191030,400,0
WEBBER_S_WSP1,20191030,500,0
WEBBER_S_WSP1,20191030,600,0
WEBBER_S_WSP1,20191030,700,0
WEBBER_S_WSP1,20191030,800,0
WEBBER_S_WSP1,20191030,900,0.293425
WEBBER_S_WSP1,20191030,1000,1.390875
WEBBER_S_WSP1,20191030,1100,2.335775
WEBBER_S_WSP1,20191030,1200,3.30635
WEBBER_S_WSP1,20191030,1300,4.394125
WEBBER_S_WSP1,20191030,1400,4.8961
WEBBER_S_WSP1,20191030,1500,4.2378
WEBBER_S_WSP1,20191030,1600,2.502925
WEBBER_S_WSP1,20191030,1700,1.571075
WEBBER_S_WSP1,20191030,1800,0.58125
WEBBER_S_WSP1,20191030,1900,0.036925
WEBBER_S_WSP1,20191030,2000,0
WEBBER_S_WSP1,20191030,2100,0
WEBBER_S_WSP1,20191030,2200,0
WEBBER_S_WSP1,20191030,2300,0
WEBBER_S_WSP1,20191030,2400,0
WEBBER_S_WSP1,20191031,100,0
WEBBER_S_WSP1,20191031,200,0
WEBBER_S_WSP1,20191031,300,0
WEBBER_S_WSP1,20191031,400,0
WEBBER_S_WSP1,20191031,500,0
WEBBER_S_WSP1,20191031,600,0
WEBBER_S_WSP1,20191031,700,0
WEBBER_S_WSP1,20191031,800,0.083525
WEBBER_S_WSP1,20191031,900,8.7084
WEBBER_S_WSP1,20191031,1000,24.5763
WEBBER_S_WSP1,20191031,1100,26.09675
WEBBER_S_WSP1,20191031,1200,25.264425
WEBBER_S_WSP1,20191031,1300,25.336675
WEBBER_S_WSP1,20191031,1400,24.6481
WEBBER_S_WSP1,20191031,1500,24.84755
WEBBER_S_WSP1,20191031,1600,25.405625
WEBBER_S_WSP1,20191031,1700,24.79995
WEBBER_S_WSP1,20191031,1800,17.148525
WEBBER_S_WSP1,20191031,1900,1.7291
WEBBER_S_WSP1,20191031,2000,0
WEBBER_S_WSP1,20191031,2100,0
WEBBER_S_WSP1,20191031,2200,0
WEBBER_S_WSP1,20191031,2300,0
WEBBER_S_WSP1,20191031,2400,0
WEBBER_S_WSP1,20191101,100,0
WEBBER_S_WSP1,20191101,200,0
WEBBER_S_WSP1,20191101,300,0
WEBBER_S_WSP1,20191101,400,0
WEBBER_S_WSP1,20191101,500,0
WEBBER_S_WSP1,20191101,600,0
WEBBER_S_WSP1,20191101,700,0
WEBBER_S_WSP1,20191101,800,0.076
WEBBER_S_WSP1,20191101,900,8.494025
WEBBER_S_WSP1,20191101,1000,22.82605
WEBBER_S_WSP1,20191101,1100,25.20345
WEBBER_S_WSP1,20191101,1200,24.5111
WEBBER_S_WSP1,20191101,1300,23.224225
WEBBER_S_WSP1,20191101,1400,22.56825
WEBBER_S_WSP1,20191101,1500,22.9434
WEBBER_S_WSP1,20191101,1600,18.467775
WEBBER_S_WSP1,20191101,1700,19.62715
WEBBER_S_WSP1,20191101,1800,12.2328
WEBBER_S_WSP1,20191101,1900,1.50175
WEBBER_S_WSP1,20191101,2000,0
WEBBER_S_WSP1,20191101,2100,0
WEBBER_S_WSP1,20191101,2200,0
WEBBER_S_WSP1,20191101,2300,0
WEBBER_S_WSP1,20191101,2400,0
WEBBER_S_WSP1,20191102,100,0
WEBBER_S_WSP1,20191102,200,0
WEBBER_S_WSP1,20191102,300,0
WEBBER_S_WSP1,20191102,400,0
WEBBER_S_WSP1,20191102,500,0
WEBBER_S_WSP1,20191102,600,0
WEBBER_S_WSP1,20191102,700,0
WEBBER_S_WSP1,20191102,800,0.07005
WEBBER_S_WSP1,20191102,900,8.234075
WEBBER_S_WSP1,20191102,1000,22.0916
WEBBER_S_WSP1,20191102,1100,24.556925
WEBBER_S_WSP1,20191102,1200,20.0891
WEBBER_S_WSP1,20191102,1300,22.740225
WEBBER_S_WSP1,20191102,1400,21.857675
WEBBER_S_WSP1,20191102,1500,16.544875
WEBBER_S_WSP1,20191102,1600,21.076925
WEBBER_S_WSP1,20191102,1700,22.50465
WEBBER_S_WSP1,20191102,1800,14.8619
WEBBER_S_WSP1,20191102,1900,1.2877
WEBBER_S_WSP1,20191102,2000,0
WEBBER_S_WSP1,20191102,2100,0
WEBBER_S_WSP1,20191102,2200,0
WEBBER_S_WSP1,20191102,2300,0
WEBBER_S_WSP1,20191102,2400,0
WEBBER_S_WSP1,20191103,100,0
WEBBER_S_WSP1,20191103,200,0
WEBBER_S_WSP1,20191103,0200D,0
WEBBER_S_WSP1,20191103,300,0
WEBBER_S_WSP1,20191103,400,0
WEBBER_S_WSP1,20191103,500,0
WEBBER_S_WSP1,20191103,600,0
WEBBER_S_WSP1,20191103,700,0.13555
WEBBER_S_WSP1,20191103,800,7.415025
WEBBER_S_WSP1,20191103,900,18.358525
WEBBER_S_WSP1,20191103,1000,19.824725
WEBBER_S_WSP1,20191103,1100,19.992175
WEBBER_S_WSP1,20191103,1200,22.81395
WEBBER_S_WSP1,20191103,1300,22.4245
WEBBER_S_WSP1,20191103,1400,22.61515
WEBBER_S_WSP1,20191103,1500,22.971025
WEBBER_S_WSP1,20191103,1600,21.512525
WEBBER_S_WSP1,20191103,1700,12.498825
WEBBER_S_WSP1,20191103,1800,1.2213
WEBBER_S_WSP1,20191103,1900,0
WEBBER_S_WSP1,20191103,2000,0
WEBBER_S_WSP1,20191103,2100,0
WEBBER_S_WSP1,20191103,2200,0
WEBBER_S_WSP1,20191103,2300,0
WEBBER_S_WSP1,20191103,2400,0
WEBBER_S_WSP1,20191104,100,0
WEBBER_S_WSP1,20191104,200,0
WEBBER_S_WSP1,20191104,300,0
WEBBER_S_WSP1,20191104,400,0
WEBBER_S_WSP1,20191104,500,0
WEBBER_S_WSP1,20191104,600,0
WEBBER_S_WSP1,20191104,700,0.04695
WEBBER_S_WSP1,20191104,800,3.796925
WEBBER_S_WSP1,20191104,900,18.6039
WEBBER_S_WSP1,20191104,1000,22.120875
WEBBER_S_WSP1,20191104,1100,22.1416
WEBBER_S_WSP1,20191104,1200,21.2901
WEBBER_S_WSP1,20191104,1300,20.159175
WEBBER_S_WSP1,20191104,1400,20.881375
WEBBER_S_WSP1,20191104,1500,21.262175
WEBBER_S_WSP1,20191104,1600,18.65485
WEBBER_S_WSP1,20191104,1700,9.4073
WEBBER_S_WSP1,20191104,1800,0.531875
WEBBER_S_WSP1,20191104,1900,0
WEBBER_S_WSP1,20191104,2000,0
WEBBER_S_WSP1,20191104,2100,0
WEBBER_S_WSP1,20191104,2200,0
WEBBER_S_WSP1,20191104,2300,0
WEBBER_S_WSP1,20191104,2400,0
WEBBER_S_WSP1,20191105,100,0
WEBBER_S_WSP1,20191105,200,0
WEBBER_S_WSP1,20191105,300,0
WEBBER_S_WSP1,20191105,400,0
WEBBER_S_WSP1,20191105,500,0
WEBBER_S_WSP1,20191105,600,0
WEBBER_S_WSP1,20191105,700,0
WEBBER_S_WSP1,20191105,800,1.052275
WEBBER_S_WSP1,20191105,900,2.8525
WEBBER_S_WSP1,20191105,1000,13.4926
WEBBER_S_WSP1,20191105,1100,15.62185
WEBBER_S_WSP1,20191105,1200,13.5908
WEBBER_S_WSP1,20191105,1300,13.285725
WEBBER_S_WSP1,20191105,1400,15.64225
WEBBER_S_WSP1,20191105,1500,12.567975
WEBBER_S_WSP1,20191105,1600,4.703375
WEBBER_S_WSP1,20191105,1700,4.314875
WEBBER_S_WSP1,20191105,1800,0.382075
WEBBER_S_WSP1,20191105,1900,0
WEBBER_S_WSP1,20191105,2000,0
WEBBER_S_WSP1,20191105,2100,0
WEBBER_S_WSP1,20191105,2200,0
WEBBER_S_WSP1,20191105,2300,0
WEBBER_S_WSP1,20191105,2400,0
WEBBER_S_WSP1,20191106,100,0
WEBBER_S_WSP1,20191106,200,0
WEBBER_S_WSP1,20191106,300,0
WEBBER_S_WSP1,20191106,400,0
WEBBER_S_WSP1,20191106,500,0
WEBBER_S_WSP1,20191106,600,0
WEBBER_S_WSP1,20191106,700,0
WEBBER_S_WSP1,20191106,800,1.153825
WEBBER_S_WSP1,20191106,900,9.13885
WEBBER_S_WSP1,20191106,1000,8.7933
WEBBER_S_WSP1,20191106,1100,13.685575
WEBBER_S_WSP1,20191106,1200,14.856375
WEBBER_S_WSP1,20191106,1300,18.08145
WEBBER_S_WSP1,20191106,1400,12.807875
WEBBER_S_WSP1,20191106,1500,9.978025
WEBBER_S_WSP1,20191106,1600,4.794525
WEBBER_S_WSP1,20191106,1700,4.9406
WEBBER_S_WSP1,20191106,1800,0.590325
WEBBER_S_WSP1,20191106,1900,0
WEBBER_S_WSP1,20191106,2000,0
WEBBER_S_WSP1,20191106,2100,0
WEBBER_S_WSP1,20191106,2200,0
WEBBER_S_WSP1,20191106,2300,0
WEBBER_S_WSP1,20191106,2400,0
WEBBER_S_WSP1,20191107,100,0
WEBBER_S_WSP1,20191107,200,0
WEBBER_S_WSP1,20191107,300,0
WEBBER_S_WSP1,20191107,400,0
WEBBER_S_WSP1,20191107,500,0
WEBBER_S_WSP1,20191107,600,0
WEBBER_S_WSP1,20191107,700,0
WEBBER_S_WSP1,20191107,800,1.062475
WEBBER_S_WSP1,20191107,900,0.1889
WEBBER_S_WSP1,20191107,1000,1.60545
WEBBER_S_WSP1,20191107,1100,2.9193
WEBBER_S_WSP1,20191107,1200,2.034425
WEBBER_S_WSP1,20191107,1300,2.167175
WEBBER_S_WSP1,20191107,1400,2.115
WEBBER_S_WSP1,20191107,1500,1.65025
WEBBER_S_WSP1,20191107,1600,0.965075
WEBBER_S_WSP1,20191107,1700,0.481675
WEBBER_S_WSP1,20191107,1800,0.0478
WEBBER_S_WSP1,20191107,1900,0
WEBBER_S_WSP1,20191107,2000,0
WEBBER_S_WSP1,20191107,2100,0
WEBBER_S_WSP1,20191107,2200,0
WEBBER_S_WSP1,20191107,2300,0
WEBBER_S_WSP1,20191107,2400,0
WEBBER_S_WSP1,20191108,100,0
WEBBER_S_WSP1,20191108,200,0
WEBBER_S_WSP1,20191108,300,0
WEBBER_S_WSP1,20191108,400,0
WEBBER_S_WSP1,20191108,500,0
WEBBER_S_WSP1,20191108,600,0
WEBBER_S_WSP1,20191108,700,0
WEBBER_S_WSP1,20191108,800,0.1338
WEBBER_S_WSP1,20191108,900,0.7328
WEBBER_S_WSP1,20191108,1000,1.502425
WEBBER_S_WSP1,20191108,1100,2.149575
WEBBER_S_WSP1,20191108,1200,3.6835
WEBBER_S_WSP1,20191108,1300,5.9072
WEBBER_S_WSP1,20191108,1400,4.5135
WEBBER_S_WSP1,20191108,1500,3.2607
WEBBER_S_WSP1,20191108,1600,2.5486
WEBBER_S_WSP1,20191108,1700,2.08925
WEBBER_S_WSP1,20191108,1800,0.16855
WEBBER_S_WSP1,20191108,1900,0
WEBBER_S_WSP1,20191108,2000,0
WEBBER_S_WSP1,20191108,2100,0
WEBBER_S_WSP1,20191108,2200,0
WEBBER_S_WSP1,20191108,2300,0
WEBBER_S_WSP1,20191108,2400,0
WEBBER_S_WSP1,20191109,100,0
WEBBER_S_WSP1,20191109,200,0
WEBBER_S_WSP1,20191109,300,0
WEBBER_S_WSP1,20191109,400,0
WEBBER_S_WSP1,20191109,500,0
WEBBER_S_WSP1,20191109,600,0
WEBBER_S_WSP1,20191109,700,0.00805
WEBBER_S_WSP1,20191109,800,5.469
WEBBER_S_WSP1,20191109,900,20.2336
WEBBER_S_WSP1,20191109,1000,23.0413
WEBBER_S_WSP1,20191109,1100,22.60745
WEBBER_S_WSP1,20191109,1200,21.55175
WEBBER_S_WSP1,20191109,1300,21.11315
WEBBER_S_WSP1,20191109,1400,21.3483
WEBBER_S_WSP1,20191109,1500,21.70835
WEBBER_S_WSP1,20191109,1600,20.595225
WEBBER_S_WSP1,20191109,1700,12.504425
WEBBER_S_WSP1,20191109,1800,0.745975
WEBBER_S_WSP1,20191109,1900,0
WEBBER_S_WSP1,20191109,2000,0
WEBBER_S_WSP1,20191109,2100,0
WEBBER_S_WSP1,20191109,2200,0
WEBBER_S_WSP1,20191109,2300,0
WEBBER_S_WSP1,20191109,2400,0
WEBBER_S_WSP1,20191110,100,0
WEBBER_S_WSP1,20191110,200,0
WEBBER_S_WSP1,20191110,300,0
WEBBER_S_WSP1,20191110,400,0
WEBBER_S_WSP1,20191110,500,0
WEBBER_S_WSP1,20191110,600,0
WEBBER_S_WSP1,20191110,700,0.014725
WEBBER_S_WSP1,20191110,800,5.665775
WEBBER_S_WSP1,20191110,900,19.51445
WEBBER_S_WSP1,20191110,1000,22.4652
WEBBER_S_WSP1,20191110,1100,22.340125
WEBBER_S_WSP1,20191110,1200,21.45665
WEBBER_S_WSP1,20191110,1300,18.657275
WEBBER_S_WSP1,20191110,1400,20.96485
WEBBER_S_WSP1,20191110,1500,18.392925
WEBBER_S_WSP1,20191110,1600,16.94395
WEBBER_S_WSP1,20191110,1700,10.3207
WEBBER_S_WSP1,20191110,1800,0.70825
WEBBER_S_WSP1,20191110,1900,0
WEBBER_S_WSP1,20191110,2000,0
WEBBER_S_WSP1,20191110,2100,0
WEBBER_S_WSP1,20191110,2200,0
WEBBER_S_WSP1,20191110,2300,0
WEBBER_S_WSP1,20191110,2400,0
WEBBER_S_WSP1,20191111,100,0
WEBBER_S_WSP1,20191111,200,0
WEBBER_S_WSP1,20191111,300,0
WEBBER_S_WSP1,20191111,400,0
WEBBER_S_WSP1,20191111,500,0
WEBBER_S_WSP1,20191111,600,0
WEBBER_S_WSP1,20191111,700,0
WEBBER_S_WSP1,20191111,800,0.7085
WEBBER_S_WSP1,20191111,900,2.582275
WEBBER_S_WSP1,20191111,1000,5.024625
WEBBER_S_WSP1,20191111,1100,8.247525
WEBBER_S_WSP1,20191111,1200,2.428675
WEBBER_S_WSP1,20191111,1300,1.391775
WEBBER_S_WSP1,20191111,1400,1.599225
WEBBER_S_WSP1,20191111,1500,1.0961
WEBBER_S_WSP1,20191111,1600,1.00465
WEBBER_S_WSP1,20191111,1700,0.50405
WEBBER_S_WSP1,20191111,1800,0.093125
WEBBER_S_WSP1,20191111,1900,0
WEBBER_S_WSP1,20191111,2000,0
WEBBER_S_WSP1,20191111,2100,0
WEBBER_S_WSP1,20191111,2200,0
WEBBER_S_WSP1,20191111,2300,0
WEBBER_S_WSP1,20191111,2400,0
WEBBER_S_WSP1,20191112,100,0
WEBBER_S_WSP1,20191112,200,0
WEBBER_S_WSP1,20191112,300,0
WEBBER_S_WSP1,20191112,400,0
WEBBER_S_WSP1,20191112,500,0
WEBBER_S_WSP1,20191112,600,0
WEBBER_S_WSP1,20191112,700,0
WEBBER_S_WSP1,20191112,800,0.87165
WEBBER_S_WSP1,20191112,900,3.368875
WEBBER_S_WSP1,20191112,1000,10.824175
WEBBER_S_WSP1,20191112,1100,14.2809
WEBBER_S_WSP1,20191112,1200,14.206
WEBBER_S_WSP1,20191112,1300,16.837325
WEBBER_S_WSP1,20191112,1400,16.892125
WEBBER_S_WSP1,20191112,1500,19.38665
WEBBER_S_WSP1,20191112,1600,19.222775
WEBBER_S_WSP1,20191112,1700,14.26095
WEBBER_S_WSP1,20191112,1800,0.852
WEBBER_S_WSP1,20191112,1900,0
WEBBER_S_WSP1,20191112,2000,0
WEBBER_S_WSP1,20191112,2100,0
WEBBER_S_WSP1,20191112,2200,0
WEBBER_S_WSP1,20191112,2300,0
WEBBER_S_WSP1,20191112,2400,0
WEBBER_S_WSP1,20191113,100,0
WEBBER_S_WSP1,20191113,200,0
WEBBER_S_WSP1,20191113,300,0
WEBBER_S_WSP1,20191113,400,0
WEBBER_S_WSP1,20191113,500,0
WEBBER_S_WSP1,20191113,600,0
WEBBER_S_WSP1,20191113,700,0
WEBBER_S_WSP1,20191113,800,1.02965
WEBBER_S_WSP1,20191113,900,3.5189
WEBBER_S_WSP1,20191113,1000,5.638925
WEBBER_S_WSP1,20191113,1100,3.4907
WEBBER_S_WSP1,20191113,1200,2.66
WEBBER_S_WSP1,20191113,1300,4.2615
WEBBER_S_WSP1,20191113,1400,4.330425
WEBBER_S_WSP1,20191113,1500,4.436275
WEBBER_S_WSP1,20191113,1600,1.323725
WEBBER_S_WSP1,20191113,1700,0.417475
WEBBER_S_WSP1,20191113,1800,0
WEBBER_S_WSP1,20191113,1900,0
WEBBER_S_WSP1,20191113,2000,0
WEBBER_S_WSP1,20191113,2100,0
WEBBER_S_WSP1,20191113,2200,0
WEBBER_S_WSP1,20191113,2300,0
WEBBER_S_WSP1,20191113,2400,0
WEBBER_S_WSP1,20191114,100,0
WEBBER_S_WSP1,20191114,200,0
WEBBER_S_WSP1,20191114,300,0
WEBBER_S_WSP1,20191114,400,0
WEBBER_S_WSP1,20191114,500,0
WEBBER_S_WSP1,20191114,600,0
WEBBER_S_WSP1,20191114,700,0
WEBBER_S_WSP1,20191114,800,0.0517
WEBBER_S_WSP1,20191114,900,0.6219
WEBBER_S_WSP1,20191114,1000,1.011675
WEBBER_S_WSP1,20191114,1100,2.878525
WEBBER_S_WSP1,20191114,1200,3.0071
WEBBER_S_WSP1,20191114,1300,2.289075
WEBBER_S_WSP1,20191114,1400,2.165
WEBBER_S_WSP1,20191114,1500,1.972225
WEBBER_S_WSP1,20191114,1600,1.558525
WEBBER_S_WSP1,20191114,1700,0.916075
WEBBER_S_WSP1,20191114,1800,0.15185
WEBBER_S_WSP1,20191114,1900,0
WEBBER_S_WSP1,20191114,2000,0
WEBBER_S_WSP1,20191114,2100,0
WEBBER_S_WSP1,20191114,2200,0
WEBBER_S_WSP1,20191114,2300,0
WEBBER_S_WSP1,20191114,2400,0
WEBBER_S_WSP1,20191115,100,0
WEBBER_S_WSP1,20191115,200,0
WEBBER_S_WSP1,20191115,300,0
WEBBER_S_WSP1,20191115,400,0
WEBBER_S_WSP1,20191115,500,0
WEBBER_S_WSP1,20191115,600,0
WEBBER_S_WSP1,20191115,700,0.006375
WEBBER_S_WSP1,20191115,800,5.258625
WEBBER_S_WSP1,20191115,900,20.909475
WEBBER_S_WSP1,20191115,1000,24.395275
WEBBER_S_WSP1,20191115,1100,23.584475
WEBBER_S_WSP1,20191115,1200,22.30925
WEBBER_S_WSP1,20191115,1300,21.778175
WEBBER_S_WSP1,20191115,1400,22.218625
WEBBER_S_WSP1,20191115,1500,23.046275
WEBBER_S_WSP1,20191115,1600,22.188375
WEBBER_S_WSP1,20191115,1700,12.808825
WEBBER_S_WSP1,20191115,1800,0.6527
WEBBER_S_WSP1,20191115,1900,0
WEBBER_S_WSP1,20191115,2000,0
WEBBER_S_WSP1,20191115,2100,0
WEBBER_S_WSP1,20191115,2200,0
WEBBER_S_WSP1,20191115,2300,0
WEBBER_S_WSP1,20191115,2400,0
WEBBER_S_WSP1,20191116,100,0
WEBBER_S_WSP1,20191116,200,0
WEBBER_S_WSP1,20191116,300,0
WEBBER_S_WSP1,20191116,400,0
WEBBER_S_WSP1,20191116,500,0
WEBBER_S_WSP1,20191116,600,0
WEBBER_S_WSP1,20191116,700,0.007925
WEBBER_S_WSP1,20191116,800,5.175225
WEBBER_S_WSP1,20191116,900,20.22115
WEBBER_S_WSP1,20191116,1000,23.140775
WEBBER_S_WSP1,20191116,1100,22.4398
WEBBER_S_WSP1,20191116,1200,17.82175
WEBBER_S_WSP1,20191116,1300,15.23605
WEBBER_S_WSP1,20191116,1400,19.226175
WEBBER_S_WSP1,20191116,1500,21.94285
WEBBER_S_WSP1,20191116,1600,13.42235
WEBBER_S_WSP1,20191116,1700,3.08135
WEBBER_S_WSP1,20191116,1800,0.207625
WEBBER_S_WSP1,20191116,1900,0
WEBBER_S_WSP1,20191116,2000,0
WEBBER_S_WSP1,20191116,2100,0
WEBBER_S_WSP1,20191116,2200,0
WEBBER_S_WSP1,20191116,2300,0
WEBBER_S_WSP1,20191116,2400,0
WEBBER_S_WSP1,20191117,100,0
WEBBER_S_WSP1,20191117,200,0
WEBBER_S_WSP1,20191117,300,0
WEBBER_S_WSP1,20191117,400,0
WEBBER_S_WSP1,20191117,500,0
WEBBER_S_WSP1,20191117,600,0
WEBBER_S_WSP1,20191117,700,0.0001
WEBBER_S_WSP1,20191117,800,2.889675
WEBBER_S_WSP1,20191117,900,7.813775
WEBBER_S_WSP1,20191117,1000,8.41945
WEBBER_S_WSP1,20191117,1100,11.7661
WEBBER_S_WSP1,20191117,1200,15.776175
WEBBER_S_WSP1,20191117,1300,15.541325
WEBBER_S_WSP1,20191117,1400,15.7593
WEBBER_S_WSP1,20191117,1500,15.7742
WEBBER_S_WSP1,20191117,1600,15.461125
WEBBER_S_WSP1,20191117,1700,6.963825
WEBBER_S_WSP1,20191117,1800,0.4587
WEBBER_S_WSP1,20191117,1900,0
WEBBER_S_WSP1,20191117,2000,0
WEBBER_S_WSP1,20191117,2100,0
WEBBER_S_WSP1,20191117,2200,0
WEBBER_S_WSP1,20191117,2300,0
WEBBER_S_WSP1,20191117,2400,0
WEBBER_S_WSP1,20191118,100,0
WEBBER_S_WSP1,20191118,200,0
WEBBER_S_WSP1,20191118,300,0
WEBBER_S_WSP1,20191118,400,0
WEBBER_S_WSP1,20191118,500,0
WEBBER_S_WSP1,20191118,600,0
WEBBER_S_WSP1,20191118,700,0.001875
WEBBER_S_WSP1,20191118,800,4.226225
WEBBER_S_WSP1,20191118,900,18.620025
WEBBER_S_WSP1,20191118,1000,22.14945
WEBBER_S_WSP1,20191118,1100,21.5551
WEBBER_S_WSP1,20191118,1200,20.506
WEBBER_S_WSP1,20191118,1300,19.982625
WEBBER_S_WSP1,20191118,1400,20.075025
WEBBER_S_WSP1,20191118,1500,20.471025
WEBBER_S_WSP1,20191118,1600,19.687425
WEBBER_S_WSP1,20191118,1700,11.100375
WEBBER_S_WSP1,20191118,1800,0.482725
WEBBER_S_WSP1,20191118,1900,0
WEBBER_S_WSP1,20191118,2000,0
WEBBER_S_WSP1,20191118,2100,0
WEBBER_S_WSP1,20191118,2200,0
WEBBER_S_WSP1,20191118,2300,0
WEBBER_S_WSP1,20191118,2400,0
WEBBER_S_WSP1,20191119,100,0
WEBBER_S_WSP1,20191119,200,0
WEBBER_S_WSP1,20191119,300,0
WEBBER_S_WSP1,20191119,400,0
WEBBER_S_WSP1,20191119,500,0
WEBBER_S_WSP1,20191119,600,0
WEBBER_S_WSP1,20191119,700,0.00075
WEBBER_S_WSP1,20191119,800,4.0193
WEBBER_S_WSP1,20191119,900,17.216475
WEBBER_S_WSP1,20191119,1000,16.465
WEBBER_S_WSP1,20191119,1100,19.706225
WEBBER_S_WSP1,20191119,1200,15.9247
WEBBER_S_WSP1,20191119,1300,16.405
WEBBER_S_WSP1,20191119,1400,15.923225
WEBBER_S_WSP1,20191119,1500,17.374225
WEBBER_S_WSP1,20191119,1600,18.760625
WEBBER_S_WSP1,20191119,1700,10.81065
WEBBER_S_WSP1,20191119,1800,0.4435
WEBBER_S_WSP1,20191119,1900,0
WEBBER_S_WSP1,20191119,2000,0
WEBBER_S_WSP1,20191119,2100,0
WEBBER_S_WSP1,20191119,2200,0
WEBBER_S_WSP1,20191119,2300,0
WEBBER_S_WSP1,20191119,2400,0
WEBBER_S_WSP1,20191120,100,0
WEBBER_S_WSP1,20191120,200,0
WEBBER_S_WSP1,20191120,300,0
WEBBER_S_WSP1,20191120,400,0
WEBBER_S_WSP1,20191120,500,0
WEBBER_S_WSP1,20191120,600,0
WEBBER_S_WSP1,20191120,700,0
WEBBER_S_WSP1,20191120,800,0.089325
WEBBER_S_WSP1,20191120,900,1.42075
WEBBER_S_WSP1,20191120,1000,2.449275
WEBBER_S_WSP1,20191120,1100,5.63065
WEBBER_S_WSP1,20191120,1200,13.97325
WEBBER_S_WSP1,20191120,1300,17.274825
WEBBER_S_WSP1,20191120,1400,16.9261
WEBBER_S_WSP1,20191120,1500,16.7494
WEBBER_S_WSP1,20191120,1600,13.18575
WEBBER_S_WSP1,20191120,1700,6.09255
WEBBER_S_WSP1,20191120,1800,0.224725
WEBBER_S_WSP1,20191120,1900,0
WEBBER_S_WSP1,20191120,2000,0
WEBBER_S_WSP1,20191120,2100,0
WEBBER_S_WSP1,20191120,2200,0
WEBBER_S_WSP1,20191120,2300,0
WEBBER_S_WSP1,20191120,2400,0
WEBBER_S_WSP1,20191121,100,0
WEBBER_S_WSP1,20191121,200,0
WEBBER_S_WSP1,20191121,300,0
WEBBER_S_WSP1,20191121,400,0
WEBBER_S_WSP1,20191121,500,0
WEBBER_S_WSP1,20191121,600,0
WEBBER_S_WSP1,20191121,700,0
WEBBER_S_WSP1,20191121,800,0.6343
WEBBER_S_WSP1,20191121,900,1.72305
WEBBER_S_WSP1,20191121,1000,3.758075
WEBBER_S_WSP1,20191121,1100,8.00715
WEBBER_S_WSP1,20191121,1200,6.768425
WEBBER_S_WSP1,20191121,1300,6.426875
WEBBER_S_WSP1,20191121,1400,5.02265
WEBBER_S_WSP1,20191121,1500,6.068575
WEBBER_S_WSP1,20191121,1600,3.050375
WEBBER_S_WSP1,20191121,1700,1.1555
WEBBER_S_WSP1,20191121,1800,0.00815
WEBBER_S_WSP1,20191121,1900,0
WEBBER_S_WSP1,20191121,2000,0
WEBBER_S_WSP1,20191121,2100,0
WEBBER_S_WSP1,20191121,2200,0
WEBBER_S_WSP1,20191121,2300,0
WEBBER_S_WSP1,20191121,2400,0
WEBBER_S_WSP1,20191122,100,0
WEBBER_S_WSP1,20191122,200,0
WEBBER_S_WSP1,20191122,300,0
WEBBER_S_WSP1,20191122,400,0
WEBBER_S_WSP1,20191122,500,0
WEBBER_S_WSP1,20191122,600,0
WEBBER_S_WSP1,20191122,700,0
WEBBER_S_WSP1,20191122,800,0.0072
WEBBER_S_WSP1,20191122,900,0.47915
WEBBER_S_WSP1,20191122,1000,1.24685
WEBBER_S_WSP1,20191122,1100,1.340975
WEBBER_S_WSP1,20191122,1200,1.41235
WEBBER_S_WSP1,20191122,1300,1.949825
WEBBER_S_WSP1,20191122,1400,1.957725
WEBBER_S_WSP1,20191122,1500,1.800725
WEBBER_S_WSP1,20191122,1600,9.7058
WEBBER_S_WSP1,20191122,1700,4.361475
WEBBER_S_WSP1,20191122,1800,0.138875
WEBBER_S_WSP1,20191122,1900,0
WEBBER_S_WSP1,20191122,2000,0
WEBBER_S_WSP1,20191122,2100,0
WEBBER_S_WSP1,20191122,2200,0
WEBBER_S_WSP1,20191122,2300,0
WEBBER_S_WSP1,20191122,2400,0
WEBBER_S_WSP1,20191123,100,0
WEBBER_S_WSP1,20191123,200,0
WEBBER_S_WSP1,20191123,300,0
WEBBER_S_WSP1,20191123,400,0
WEBBER_S_WSP1,20191123,500,0
WEBBER_S_WSP1,20191123,600,0
