Unit,Date,Hour Ending,MWH
WEBBER_S_WSP1,20190302,1600,3.0678
WEBBER_S_WSP1,20190302,1700,2.1133
WEBBER_S_WSP1,20190302,1800,0.442875
WEBBER_S_WSP1,20190302,1900,0.001975
WEBBER_S_WSP1,20190302,2000,0
WEBBER_S_WSP1,20190302,2100,0
WEBBER_S_WSP1,20190302,2200,0
WEBBER_S_WSP1,20190302,2300,0
WEBBER_S_WSP1,20190302,2400,0
WEBBER_S_WSP1,20190303,100,0
WEBBER_S_WSP1,20190303,200,0
WEBBER_S_WSP1,20190303,300,0
WEBBER_S_WSP1,20190303,400,0
WEBBER_S_WSP1,20190303,500,0
WEBBER_S_WSP1,20190303,600,0
WEBBER_S_WSP1,20190303,700,0
WEBBER_S_WSP1,20190303,800,0.200475
WEBBER_S_WSP1,20190303,900,1.08775
WEBBER_S_WSP1,20190303,1000,1.909625
WEBBER_S_WSP1,20190303,1100,3.46345
WEBBER_S_WSP1,20190303,1200,4.811
WEBBER_S_WSP1,20190303,1300,8.253725
WEBBER_S_WSP1,20190303,1400,6.177825
WEBBER_S_WSP1,20190303,1500,7.0016
WEBBER_S_WSP1,20190303,1600,5.38195
WEBBER_S_WSP1,20190303,1700,3.7106
WEBBER_S_WSP1,20190303,1800,1.03215
WEBBER_S_WSP1,20190303,1900,0.04805
WEBBER_S_WSP1,20190303,2000,0
WEBBER_S_WSP1,20190303,2100,0
WEBBER_S_WSP1,20190303,2200,0
WEBBER_S_WSP1,20190303,2300,0
WEBBER_S_WSP1,20190303,2400,0
WEBBER_S_WSP1,20190304,100,0
WEBBER_S_WSP1,20190304,200,0
WEBBER_S_WSP1,20190304,300,0
WEBBER_S_WSP1,20190304,400,0
WEBBER_S_WSP1,20190304,500,0
WEBBER_S_WSP1,20190304,600,0
WEBBER_S_WSP1,20190304,700,0
WEBBER_S_WSP1,20190304,800,0.564075
WEBBER_S_WSP1,20190304,900,3.2625
WEBBER_S_WSP1,20190304,1000,7.3015
WEBBER_S_WSP1,20190304,1100,7.14365
WEBBER_S_WSP1,20190304,1200,7.644025
WEBBER_S_WSP1,20190304,1300,7.8271
WEBBER_S_WSP1,20190304,1400,9.145925
WEBBER_S_WSP1,20190304,1500,10.5852
WEBBER_S_WSP1,20190304,1600,12.1943
WEBBER_S_WSP1,20190304,1700,4.456425
WEBBER_S_WSP1,20190304,1800,1.908275
WEBBER_S_WSP1,20190304,1900,0.0931
WEBBER_S_WSP1,20190304,2000,0
WEBBER_S_WSP1,20190304,2100,0
WEBBER_S_WSP1,20190304,2200,0
WEBBER_S_WSP1,20190304,2300,0
WEBBER_S_WSP1,20190304,2400,0
WEBBER_S_WSP1,20190305,100,0
WEBBER_S_WSP1,20190305,200,0
WEBBER_S_WSP1,20190305,300,0
WEBBER_S_WSP1,20190305,400,0
WEBBER_S_WSP1,20190305,500,0
WEBBER_S_WSP1,20190305,600,0
WEBBER_S_WSP1,20190305,700,0.01245
WEBBER_S_WSP1,20190305,800,6.801275
WEBBER_S_WSP1,20190305,900,24.7643
WEBBER_S_WSP1,20190305,1000,26.727575
WEBBER_S_WSP1,20190305,1100,26.63915
WEBBER_S_WSP1,20190305,1200,26.7702
WEBBER_S_WSP1,20190305,1300,24.719625
WEBBER_S_WSP1,20190305,1400,23.65895
WEBBER_S_WSP1,20190305,1500,21.503675
WEBBER_S_WSP1,20190305,1600,15.7485
WEBBER_S_WSP1,20190305,1700,8.6151
WEBBER_S_WSP1,20190305,1800,3.98685
WEBBER_S_WSP1,20190305,1900,0.262825
WEBBER_S_WSP1,20190305,2000,0
WEBBER_S_WSP1,20190305,2100,0
WEBBER_S_WSP1,20190305,2200,0
WEBBER_S_WSP1,20190305,2300,0
WEBBER_S_WSP1,20190305,2400,0
WEBBER_S_WSP1,20190306,100,0
WEBBER_S_WSP1,20190306,200,0
WEBBER_S_WSP1,20190306,300,0
WEBBER_S_WSP1,20190306,400,0
WEBBER_S_WSP1,20190306,500,0
WEBBER_S_WSP1,20190306,600,0
WEBBER_S_WSP1,20190306,700,0.031
WEBBER_S_WSP1,20190306,800,5.207575
WEBBER_S_WSP1,20190306,900,18.958
WEBBER_S_WSP1,20190306,1000,24.748
WEBBER_S_WSP1,20190306,1100,20.078825
WEBBER_S_WSP1,20190306,1200,24.74365
WEBBER_S_WSP1,20190306,1300,22.656675
WEBBER_S_WSP1,20190306,1400,25.228075
WEBBER_S_WSP1,20190306,1500,24.7438
WEBBER_S_WSP1,20190306,1600,12.69925
WEBBER_S_WSP1,20190306,1700,5.333775
WEBBER_S_WSP1,20190306,1800,1.6777
WEBBER_S_WSP1,20190306,1900,0.088325
WEBBER_S_WSP1,20190306,2000,0
WEBBER_S_WSP1,20190306,2100,0
WEBBER_S_WSP1,20190306,2200,0
WEBBER_S_WSP1,20190306,2300,0
WEBBER_S_WSP1,20190306,2400,0
WEBBER_S_WSP1,20190307,100,0
WEBBER_S_WSP1,20190307,200,0
WEBBER_S_WSP1,20190307,300,0
WEBBER_S_WSP1,20190307,400,0
WEBBER_S_WSP1,20190307,500,0
WEBBER_S_WSP1,20190307,600,0
WEBBER_S_WSP1,20190307,700,0
WEBBER_S_WSP1,20190307,800,0.71645
WEBBER_S_WSP1,20190307,900,2.476675
WEBBER_S_WSP1,20190307,1000,4.77125
WEBBER_S_WSP1,20190307,1100,8.8873
WEBBER_S_WSP1,20190307,1200,12.548675
WEBBER_S_WSP1,20190307,1300,17.971225
WEBBER_S_WSP1,20190307,1400,16.943825
WEBBER_S_WSP1,20190307,1500,13.45525
WEBBER_S_WSP1,20190307,1600,8.388425
WEBBER_S_WSP1,20190307,1700,4.2134
WEBBER_S_WSP1,20190307,1800,2.287225
WEBBER_S_WSP1,20190307,1900,0.16475
WEBBER_S_WSP1,20190307,2000,0
WEBBER_S_WSP1,20190307,2100,0
WEBBER_S_WSP1,20190307,2200,0
WEBBER_S_WSP1,20190307,2300,0
WEBBER_S_WSP1,20190307,2400,0
WEBBER_S_WSP1,20190308,100,0
WEBBER_S_WSP1,20190308,200,0
WEBBER_S_WSP1,20190308,300,0
WEBBER_S_WSP1,20190308,400,0
WEBBER_S_WSP1,20190308,500,0
WEBBER_S_WSP1,20190308,600,0
WEBBER_S_WSP1,20190308,700,0
WEBBER_S_WSP1,20190308,800,0.432525
WEBBER_S_WSP1,20190308,900,1.291425
WEBBER_S_WSP1,20190308,1000,1.592475
WEBBER_S_WSP1,20190308,1100,4.874575
WEBBER_S_WSP1,20190308,1200,7.665925
WEBBER_S_WSP1,20190308,1300,15.1057
WEBBER_S_WSP1,20190308,1400,10.13825
WEBBER_S_WSP1,20190308,1500,13.144375
WEBBER_S_WSP1,20190308,1600,11.390975
WEBBER_S_WSP1,20190308,1700,9.1819
WEBBER_S_WSP1,20190308,1800,3.451925
WEBBER_S_WSP1,20190308,1900,0.181275
WEBBER_S_WSP1,20190308,2000,0
WEBBER_S_WSP1,20190308,2100,0
WEBBER_S_WSP1,20190308,2200,0
WEBBER_S_WSP1,20190308,2300,0
WEBBER_S_WSP1,20190308,2400,0
WEBBER_S_WSP1,20190309,100,0
WEBBER_S_WSP1,20190309,200,0
WEBBER_S_WSP1,20190309,300,0
WEBBER_S_WSP1,20190309,400,0
WEBBER_S_WSP1,20190309,500,0
WEBBER_S_WSP1,20190309,600,0
WEBBER_S_WSP1,20190309,700,0
WEBBER_S_WSP1,20190309,800,0.13885
WEBBER_S_WSP1,20190309,900,0.792425
WEBBER_S_WSP1,20190309,1000,12.42045
WEBBER_S_WSP1,20190309,1100,22.384775
WEBBER_S_WSP1,20190309,1200,19.39115
WEBBER_S_WSP1,20190309,1300,25.84785
WEBBER_S_WSP1,20190309,1400,25.12865
WEBBER_S_WSP1,20190309,1500,23.73645
WEBBER_S_WSP1,20190309,1600,21.288425
WEBBER_S_WSP1,20190309,1700,15.566475
WEBBER_S_WSP1,20190309,1800,4.56435
WEBBER_S_WSP1,20190309,1900,0.44355
WEBBER_S_WSP1,20190309,2000,0
WEBBER_S_WSP1,20190309,2100,0
WEBBER_S_WSP1,20190309,2200,0
WEBBER_S_WSP1,20190309,2300,0
WEBBER_S_WSP1,20190309,2400,0
WEBBER_S_WSP1,20190310,100,0
WEBBER_S_WSP1,20190310,300,0
WEBBER_S_WSP1,20190310,400,0
WEBBER_S_WSP1,20190310,500,0
WEBBER_S_WSP1,20190310,600,0
WEBBER_S_WSP1,20190310,700,0
WEBBER_S_WSP1,20190310,800,0.010925
WEBBER_S_WSP1,20190310,900,3.190975
WEBBER_S_WSP1,20190310,1000,4.025825
WEBBER_S_WSP1,20190310,1100,11.090075
WEBBER_S_WSP1,20190310,1200,16.35645
WEBBER_S_WSP1,20190310,1300,11.347
WEBBER_S_WSP1,20190310,1400,7.551575
WEBBER_S_WSP1,20190310,1500,12.435025
WEBBER_S_WSP1,20190310,1600,10.156025
WEBBER_S_WSP1,20190310,1700,7.089
WEBBER_S_WSP1,20190310,1800,4.996575
WEBBER_S_WSP1,20190310,1900,2.27375
WEBBER_S_WSP1,20190310,2000,0.159975
WEBBER_S_WSP1,20190310,2100,0
WEBBER_S_WSP1,20190310,2200,0
WEBBER_S_WSP1,20190310,2300,0
WEBBER_S_WSP1,20190310,2400,0
WEBBER_S_WSP1,20190311,100,0
WEBBER_S_WSP1,20190311,200,0
WEBBER_S_WSP1,20190311,300,0
WEBBER_S_WSP1,20190311,400,0
WEBBER_S_WSP1,20190311,500,0
WEBBER_S_WSP1,20190311,600,0
WEBBER_S_WSP1,20190311,700,0
WEBBER_S_WSP1,20190311,800,0
WEBBER_S_WSP1,20190311,900,0.221875
WEBBER_S_WSP1,20190311,1000,1.202675
WEBBER_S_WSP1,20190311,1100,2.9891
WEBBER_S_WSP1,20190311,1200,3.3952
WEBBER_S_WSP1,20190311,1300,4.922775
WEBBER_S_WSP1,20190311,1400,6.231825
WEBBER_S_WSP1,20190311,1500,6.88165
WEBBER_S_WSP1,20190311,1600,5.071275
WEBBER_S_WSP1,20190311,1700,4.041575
WEBBER_S_WSP1,20190311,1800,3.050125
WEBBER_S_WSP1,20190311,1900,1.46125
WEBBER_S_WSP1,20190311,2000,0.0988
WEBBER_S_WSP1,20190311,2100,0
WEBBER_S_WSP1,20190311,2200,0
WEBBER_S_WSP1,20190311,2300,0
WEBBER_S_WSP1,20190311,2400,0
WEBBER_S_WSP1,20190312,100,0
WEBBER_S_WSP1,20190312,200,0
WEBBER_S_WSP1,20190312,300,0
WEBBER_S_WSP1,20190312,400,0
WEBBER_S_WSP1,20190312,500,0
WEBBER_S_WSP1,20190312,600,0
WEBBER_S_WSP1,20190312,700,0
WEBBER_S_WSP1,20190312,800,0
WEBBER_S_WSP1,20190312,900,0.21715
WEBBER_S_WSP1,20190312,1000,1.15475
WEBBER_S_WSP1,20190312,1100,2.668075
WEBBER_S_WSP1,20190312,1200,2.8186
WEBBER_S_WSP1,20190312,1300,4.87295
WEBBER_S_WSP1,20190312,1400,11.751675
WEBBER_S_WSP1,20190312,1500,10.165475
WEBBER_S_WSP1,20190312,1600,10.85145
WEBBER_S_WSP1,20190312,1700,7.01755
WEBBER_S_WSP1,20190312,1800,7.5576
WEBBER_S_WSP1,20190312,1900,3.2112
WEBBER_S_WSP1,20190312,2000,0.14025
WEBBER_S_WSP1,20190312,2100,0
WEBBER_S_WSP1,20190312,2200,0
WEBBER_S_WSP1,20190312,2300,0
WEBBER_S_WSP1,20190312,2400,0
WEBBER_S_WSP1,20190313,100,0
WEBBER_S_WSP1,20190313,200,0
WEBBER_S_WSP1,20190313,300,0
WEBBER_S_WSP1,20190313,400,0
WEBBER_S_WSP1,20190313,500,0
WEBBER_S_WSP1,20190313,600,0
WEBBER_S_WSP1,20190313,700,0
WEBBER_S_WSP1,20190313,800,0
WEBBER_S_WSP1,20190313,900,0.105575
WEBBER_S_WSP1,20190313,1000,0.572325
WEBBER_S_WSP1,20190313,1100,3.3092
WEBBER_S_WSP1,20190313,1200,9.7235
WEBBER_S_WSP1,20190313,1300,14.33045
WEBBER_S_WSP1,20190313,1400,26.5051
WEBBER_S_WSP1,20190313,1500,26.61635
WEBBER_S_WSP1,20190313,1600,26.7485
WEBBER_S_WSP1,20190313,1700,26.7358
WEBBER_S_WSP1,20190313,1800,24.822875
WEBBER_S_WSP1,20190313,1900,13.533725
WEBBER_S_WSP1,20190313,2000,0.844275
WEBBER_S_WSP1,20190313,2100,0
WEBBER_S_WSP1,20190313,2200,0
WEBBER_S_WSP1,20190313,2300,0
WEBBER_S_WSP1,20190313,2400,0
WEBBER_S_WSP1,20190314,100,0
WEBBER_S_WSP1,20190314,200,0
WEBBER_S_WSP1,20190314,300,0
WEBBER_S_WSP1,20190314,400,0
WEBBER_S_WSP1,20190314,500,0
WEBBER_S_WSP1,20190314,600,0
WEBBER_S_WSP1,20190314,700,0
WEBBER_S_WSP1,20190314,800,0.039325
WEBBER_S_WSP1,20190314,900,2.07245
WEBBER_S_WSP1,20190314,1000,11.766225
WEBBER_S_WSP1,20190314,1100,23.429175
WEBBER_S_WSP1,20190314,1200,26.774875
WEBBER_S_WSP1,20190314,1300,26.77495
WEBBER_S_WSP1,20190314,1400,25.413825
WEBBER_S_WSP1,20190314,1500,26.299575
WEBBER_S_WSP1,20190314,1600,26.82055
WEBBER_S_WSP1,20190314,1700,25.5786
WEBBER_S_WSP1,20190314,1800,26.5241
WEBBER_S_WSP1,20190314,1900,10.173725
WEBBER_S_WSP1,20190314,2000,0.723575
WEBBER_S_WSP1,20190314,2100,0
WEBBER_S_WSP1,20190314,2200,0
WEBBER_S_WSP1,20190314,2300,0
WEBBER_S_WSP1,20190314,2400,0
WEBBER_S_WSP1,20190315,100,0
WEBBER_S_WSP1,20190315,200,0
WEBBER_S_WSP1,20190315,300,0
WEBBER_S_WSP1,20190315,400,0
WEBBER_S_WSP1,20190315,500,0
WEBBER_S_WSP1,20190315,600,0
WEBBER_S_WSP1,20190315,700,0
WEBBER_S_WSP1,20190315,800,0.163475
WEBBER_S_WSP1,20190315,900,8.261275
WEBBER_S_WSP1,20190315,1000,21.497875
WEBBER_S_WSP1,20190315,1100,26.374575
WEBBER_S_WSP1,20190315,1200,20.657775
WEBBER_S_WSP1,20190315,1300,22.9083
WEBBER_S_WSP1,20190315,1400,19.2054
WEBBER_S_WSP1,20190315,1500,19.55015
WEBBER_S_WSP1,20190315,1600,15.68475
WEBBER_S_WSP1,20190315,1700,7.698
WEBBER_S_WSP1,20190315,1800,3.3971
WEBBER_S_WSP1,20190315,1900,1.1866
WEBBER_S_WSP1,20190315,2000,0.14285
WEBBER_S_WSP1,20190315,2100,0
WEBBER_S_WSP1,20190315,2200,0
WEBBER_S_WSP1,20190315,2300,0
WEBBER_S_WSP1,20190315,2400,0
WEBBER_S_WSP1,20190316,100,0
WEBBER_S_WSP1,20190316,200,0
WEBBER_S_WSP1,20190316,300,0
WEBBER_S_WSP1,20190316,400,0
WEBBER_S_WSP1,20190316,500,0
WEBBER_S_WSP1,20190316,600,0
WEBBER_S_WSP1,20190316,700,0
WEBBER_S_WSP1,20190316,800,0.005725
WEBBER_S_WSP1,20190316,900,3.55855
WEBBER_S_WSP1,20190316,1000,14.532175
WEBBER_S_WSP1,20190316,1100,17.89815
WEBBER_S_WSP1,20190316,1200,18.466125
WEBBER_S_WSP1,20190316,1300,21.519725
WEBBER_S_WSP1,20190316,1400,19.5846
WEBBER_S_WSP1,20190316,1500,13.82115
WEBBER_S_WSP1,20190316,1600,11.482275
WEBBER_S_WSP1,20190316,1700,5.843575
WEBBER_S_WSP1,20190316,1800,3.010225
WEBBER_S_WSP1,20190316,1900,1.779
WEBBER_S_WSP1,20190316,2000,0.149125
WEBBER_S_WSP1,20190316,2100,0
WEBBER_S_WSP1,20190316,2200,0
WEBBER_S_WSP1,20190316,2300,0
WEBBER_S_WSP1,20190316,2400,0
WEBBER_S_WSP1,20190317,100,0
WEBBER_S_WSP1,20190317,200,0
WEBBER_S_WSP1,20190317,300,0
WEBBER_S_WSP1,20190317,400,0
WEBBER_S_WSP1,20190317,500,0
WEBBER_S_WSP1,20190317,600,0
WEBBER_S_WSP1,20190317,700,0
WEBBER_S_WSP1,20190317,800,0.1069
WEBBER_S_WSP1,20190317,900,5.599225
WEBBER_S_WSP1,20190317,1000,20.665275
WEBBER_S_WSP1,20190317,1100,26.12085
WEBBER_S_WSP1,20190317,1200,24.451175
WEBBER_S_WSP1,20190317,1300,23.871775
WEBBER_S_WSP1,20190317,1400,24.5015
WEBBER_S_WSP1,20190317,1500,23.76125
WEBBER_S_WSP1,20190317,1600,22.725575
WEBBER_S_WSP1,20190317,1700,21.113375
WEBBER_S_WSP1,20190317,1800,19.0683
WEBBER_S_WSP1,20190317,1900,13.292975
WEBBER_S_WSP1,20190317,2000,1.16525
WEBBER_S_WSP1,20190317,2100,0
WEBBER_S_WSP1,20190317,2200,0
WEBBER_S_WSP1,20190317,2300,0
WEBBER_S_WSP1,20190317,2400,0
WEBBER_S_WSP1,20190318,100,0
WEBBER_S_WSP1,20190318,200,0
WEBBER_S_WSP1,20190318,300,0
WEBBER_S_WSP1,20190318,400,0
WEBBER_S_WSP1,20190318,500,0
WEBBER_S_WSP1,20190318,600,0
WEBBER_S_WSP1,20190318,700,0
WEBBER_S_WSP1,20190318,800,0.1019
WEBBER_S_WSP1,20190318,900,2.032475
WEBBER_S_WSP1,20190318,1000,5.477325
WEBBER_S_WSP1,20190318,1100,17.4419
WEBBER_S_WSP1,20190318,1200,22.790725
WEBBER_S_WSP1,20190318,1300,26.167075
WEBBER_S_WSP1,20190318,1400,26.7864
WEBBER_S_WSP1,20190318,1500,26.659575
WEBBER_S_WSP1,20190318,1600,26.72495
WEBBER_S_WSP1,20190318,1700,26.443875
WEBBER_S_WSP1,20190318,1800,23.4483
WEBBER_S_WSP1,20190318,1900,13.20165
WEBBER_S_WSP1,20190318,2000,0.837075
WEBBER_S_WSP1,20190318,2100,0
WEBBER_S_WSP1,20190318,2200,0
WEBBER_S_WSP1,20190318,2300,0
WEBBER_S_WSP1,20190318,2400,0
WEBBER_S_WSP1,20190319,100,0
WEBBER_S_WSP1,20190319,200,0
WEBBER_S_WSP1,20190319,300,0
WEBBER_S_WSP1,20190319,400,0
WEBBER_S_WSP1,20190319,500,0
WEBBER_S_WSP1,20190319,600,0
WEBBER_S_WSP1,20190319,700,0
WEBBER_S_WSP1,20190319,800,0.036225
WEBBER_S_WSP1,20190319,900,5.352175
WEBBER_S_WSP1,20190319,1000,12.76625
WEBBER_S_WSP1,20190319,1100,12.44155
WEBBER_S_WSP1,20190319,1200,16.96025
WEBBER_S_WSP1,20190319,1300,17.9984
WEBBER_S_WSP1,20190319,1400,17.00415
WEBBER_S_WSP1,20190319,1500,18.5392
WEBBER_S_WSP1,20190319,1600,18.101275
WEBBER_S_WSP1,20190319,1700,11.552625
WEBBER_S_WSP1,20190319,1800,2.610125
WEBBER_S_WSP1,20190319,1900,1.348775
WEBBER_S_WSP1,20190319,2000,0.116975
WEBBER_S_WSP1,20190319,2100,0
WEBBER_S_WSP1,20190319,2200,0
WEBBER_S_WSP1,20190319,2300,0
WEBBER_S_WSP1,20190319,2400,0
WEBBER_S_WSP1,20190320,100,0
WEBBER_S_WSP1,20190320,200,0
WEBBER_S_WSP1,20190320,300,0
WEBBER_S_WSP1,20190320,400,0
WEBBER_S_WSP1,20190320,500,0
WEBBER_S_WSP1,20190320,600,0
WEBBER_S_WSP1,20190320,700,0
WEBBER_S_WSP1,20190320,800,0.0117
WEBBER_S_WSP1,20190320,900,0.895275
WEBBER_S_WSP1,20190320,1000,3.38065
WEBBER_S_WSP1,20190320,1100,12.55845
WEBBER_S_WSP1,20190320,1200,22.486975
WEBBER_S_WSP1,20190320,1300,26.454325
WEBBER_S_WSP1,20190320,1400,25.818975
WEBBER_S_WSP1,20190320,1500,22.987525
WEBBER_S_WSP1,20190320,1600,21.806925
WEBBER_S_WSP1,20190320,1700,10.9363
WEBBER_S_WSP1,20190320,1800,19.5644
WEBBER_S_WSP1,20190320,1900,4.071725
WEBBER_S_WSP1,20190320,2000,0.35275
WEBBER_S_WSP1,20190320,2100,0
WEBBER_S_WSP1,20190320,2200,0
WEBBER_S_WSP1,20190320,2300,0
WEBBER_S_WSP1,20190320,2400,0
WEBBER_S_WSP1,20190321,100,0
WEBBER_S_WSP1,20190321,200,0
WEBBER_S_WSP1,20190321,300,0
WEBBER_S_WSP1,20190321,400,0
WEBBER_S_WSP1,20190321,500,0
WEBBER_S_WSP1,20190321,600,0
WEBBER_S_WSP1,20190321,700,0
WEBBER_S_WSP1,20190321,800,0.34305
WEBBER_S_WSP1,20190321,900,11.7705
WEBBER_S_WSP1,20190321,1000,25.60075
WEBBER_S_WSP1,20190321,1100,26.80545
WEBBER_S_WSP1,20190321,1200,26.82595
WEBBER_S_WSP1,20190321,1300,26.745175
WEBBER_S_WSP1,20190321,1400,26.74995
WEBBER_S_WSP1,20190321,1500,26.71145
WEBBER_S_WSP1,20190321,1600,26.699275
WEBBER_S_WSP1,20190321,1700,26.69115
WEBBER_S_WSP1,20190321,1800,25.679875
WEBBER_S_WSP1,20190321,1900,15.92905
WEBBER_S_WSP1,20190321,2000,1.162525
WEBBER_S_WSP1,20190321,2100,0
WEBBER_S_WSP1,20190321,2200,0
WEBBER_S_WSP1,20190321,2300,0
WEBBER_S_WSP1,20190321,2400,0
WEBBER_S_WSP1,20190322,100,0
WEBBER_S_WSP1,20190322,200,0
WEBBER_S_WSP1,20190322,300,0
WEBBER_S_WSP1,20190322,400,0
WEBBER_S_WSP1,20190322,500,0
WEBBER_S_WSP1,20190322,600,0
WEBBER_S_WSP1,20190322,700,0
WEBBER_S_WSP1,20190322,800,0.091725
WEBBER_S_WSP1,20190322,900,8.950375
WEBBER_S_WSP1,20190322,1000,22.01915
WEBBER_S_WSP1,20190322,1100,26.52565
WEBBER_S_WSP1,20190322,1200,26.395625
WEBBER_S_WSP1,20190322,1300,26.3321
WEBBER_S_WSP1,20190322,1400,26.086575
WEBBER_S_WSP1,20190322,1500,25.199925
WEBBER_S_WSP1,20190322,1600,21.406125
WEBBER_S_WSP1,20190322,1700,19.91635
WEBBER_S_WSP1,20190322,1800,21.9786
WEBBER_S_WSP1,20190322,1900,10.67515
WEBBER_S_WSP1,20190322,2000,0.267025
WEBBER_S_WSP1,20190322,2100,0
WEBBER_S_WSP1,20190322,2200,0
WEBBER_S_WSP1,20190322,2300,0
WEBBER_S_WSP1,20190322,2400,0
WEBBER_S_WSP1,20190323,100,0
WEBBER_S_WSP1,20190323,200,0
WEBBER_S_WSP1,20190323,300,0
WEBBER_S_WSP1,20190323,400,0
WEBBER_S_WSP1,20190323,500,0
WEBBER_S_WSP1,20190323,600,0
WEBBER_S_WSP1,20190323,700,0
WEBBER_S_WSP1,20190323,800,0.0175
WEBBER_S_WSP1,20190323,900,1.176375
WEBBER_S_WSP1,20190323,1000,11.347475
WEBBER_S_WSP1,20190323,1100,6.22065
WEBBER_S_WSP1,20190323,1200,13.1631
WEBBER_S_WSP1,20190323,1300,12.928375
WEBBER_S_WSP1,20190323,1400,6.22355
WEBBER_S_WSP1,20190323,1500,2.17955
WEBBER_S_WSP1,20190323,1600,2.473375
WEBBER_S_WSP1,20190323,1700,3.58325
WEBBER_S_WSP1,20190323,1800,1.9747
WEBBER_S_WSP1,20190323,1900,0.99245
WEBBER_S_WSP1,20190323,2000,0.002075
WEBBER_S_WSP1,20190323,2100,0
WEBBER_S_WSP1,20190323,2200,0
WEBBER_S_WSP1,20190323,2300,0
WEBBER_S_WSP1,20190323,2400,0
WEBBER_S_WSP1,20190324,100,0
WEBBER_S_WSP1,20190324,200,0
WEBBER_S_WSP1,20190324,300,0
WEBBER_S_WSP1,20190324,400,0
WEBBER_S_WSP1,20190324,500,0
WEBBER_S_WSP1,20190324,600,0
WEBBER_S_WSP1,20190324,700,0
WEBBER_S_WSP1,20190324,800,0.077425
WEBBER_S_WSP1,20190324,900,1.763475
WEBBER_S_WSP1,20190324,1000,4.09405
WEBBER_S_WSP1,20190324,1100,8.247525
WEBBER_S_WSP1,20190324,1200,7.54975
WEBBER_S_WSP1,20190324,1300,10.941475
WEBBER_S_WSP1,20190324,1400,12.7415
WEBBER_S_WSP1,20190324,1500,16.52725
WEBBER_S_WSP1,20190324,1600,18.38055
WEBBER_S_WSP1,20190324,1700,14.93495
WEBBER_S_WSP1,20190324,1800,18.3428
WEBBER_S_WSP1,20190324,1900,13.192875
WEBBER_S_WSP1,20190324,2000,1.17425
WEBBER_S_WSP1,20190324,2100,0
WEBBER_S_WSP1,20190324,2200,0
WEBBER_S_WSP1,20190324,2300,0
WEBBER_S_WSP1,20190324,2400,0
WEBBER_S_WSP1,20190325,100,0
WEBBER_S_WSP1,20190325,200,0
WEBBER_S_WSP1,20190325,300,0
WEBBER_S_WSP1,20190325,400,0
WEBBER_S_WSP1,20190325,500,0
WEBBER_S_WSP1,20190325,600,0
WEBBER_S_WSP1,20190325,700,0
WEBBER_S_WSP1,20190325,800,0
WEBBER_S_WSP1,20190325,900,0.4588
WEBBER_S_WSP1,20190325,1000,4.1197
WEBBER_S_WSP1,20190325,1100,9.344925
WEBBER_S_WSP1,20190325,1200,13.908525
WEBBER_S_WSP1,20190325,1300,24.429625
WEBBER_S_WSP1,20190325,1400,19.670725
WEBBER_S_WSP1,20190325,1500,12.150675
WEBBER_S_WSP1,20190325,1600,18.455275
WEBBER_S_WSP1,20190325,1700,26.779425
WEBBER_S_WSP1,20190325,1800,25.816525
WEBBER_S_WSP1,20190325,1900,14.9454
WEBBER_S_WSP1,20190325,2000,1.6537
WEBBER_S_WSP1,20190325,2100,0
WEBBER_S_WSP1,20190325,2200,0
WEBBER_S_WSP1,20190325,2300,0
WEBBER_S_WSP1,20190325,2400,0
WEBBER_S_WSP1,20190326,100,0
WEBBER_S_WSP1,20190326,200,0
WEBBER_S_WSP1,20190326,300,0
WEBBER_S_WSP1,20190326,400,0
WEBBER_S_WSP1,20190326,500,0
WEBBER_S_WSP1,20190326,600,0
WEBBER_S_WSP1,20190326,700,0
WEBBER_S_WSP1,20190326,800,0.7097
WEBBER_S_WSP1,20190326,900,13.5276
WEBBER_S_WSP1,20190326,1000,25.6221
WEBBER_S_WSP1,20190326,1100,26.793425
WEBBER_S_WSP1,20190326,1200,26.7771
WEBBER_S_WSP1,20190326,1300,26.740825
WEBBER_S_WSP1,20190326,1400,26.76855
WEBBER_S_WSP1,20190326,1500,26.72335
WEBBER_S_WSP1,20190326,1600,26.68575
WEBBER_S_WSP1,20190326,1700,26.35255
WEBBER_S_WSP1,20190326,1800,25.598025
WEBBER_S_WSP1,20190326,1900,16.0546
WEBBER_S_WSP1,20190326,2000,1.615525
WEBBER_S_WSP1,20190326,2100,0
WEBBER_S_WSP1,20190326,2200,0
WEBBER_S_WSP1,20190326,2300,0
WEBBER_S_WSP1,20190326,2400,0
WEBBER_S_WSP1,20190327,100,0
WEBBER_S_WSP1,20190327,200,0
WEBBER_S_WSP1,20190327,300,0
WEBBER_S_WSP1,20190327,400,0
WEBBER_S_WSP1,20190327,500,0
WEBBER_S_WSP1,20190327,600,0
WEBBER_S_WSP1,20190327,700,0
WEBBER_S_WSP1,20190327,800,0.492875
WEBBER_S_WSP1,20190327,900,11.136425
WEBBER_S_WSP1,20190327,1000,24.141575
WEBBER_S_WSP1,20190327,1100,26.2054
WEBBER_S_WSP1,20190327,1200,26.783775
WEBBER_S_WSP1,20190327,1300,26.299375
WEBBER_S_WSP1,20190327,1400,26.331175
WEBBER_S_WSP1,20190327,1500,22.52015
WEBBER_S_WSP1,20190327,1600,25.452175
WEBBER_S_WSP1,20190327,1700,24.6013
WEBBER_S_WSP1,20190327,1800,24.1468
